inspectionid,dbaname,akaname,license,facilitytype,risk,address,city,state,zip,inspectiondate,inspectiontype,results,latitude,longitude,location
58510,andersen,andersen,31011.0,school,risk 1 (high),1148 n honore st ,chicago,il,60622.0,10/28/2010,canvass,pass,41.90290876,-87.67373263,"(41.902908764875995, -87.67373262574593)"
58511,butterfly,butterfly,1618925.0,restaurant,risk 1 (high),1156 w grand ave ,chicago,il,60642.0,10/28/2010,suspected food poisoning re-inspection,pass,41.89119527,-87.65688616,"(41.89119527078575, -87.65688615805686)"
58512,"star lounge coffee bar, inc.","star lounge coffee bar, inc.",1942442.0,restaurant,risk 2 (medium),2521 w chicago ave ,chicago,il,60622.0,10/29/2010,canvass,fail,41.89559836,-87.69016095,"(41.89559835844706, -87.69016094671237)"
58513,duks red hots,duks red hots,69637.0,restaurant,risk 2 (medium),636 n ashland ave ,chicago,il,60622.0,10/29/2010,short form complaint,pass,41.89351342,-87.66736305,"(41.89351341598553, -87.66736304901177)"
58514,crush,crush,1939011.0,grocery store,risk 3 (low),1315 w chicago ave ,chicago,il,60642.0,11/10/2010,canvass,pass,41.896075399999994,-87.66014622,"(41.896075402725174, -87.66014621934963)"
58515,mini oxxo market,mini oxxo market,2060938.0,grocery store,risk 3 (low),1315 w chicago ave ,chicago,il,60642.0,11/10/2010,license,fail,41.896075399999994,-87.66014622,"(41.896075402725174, -87.66014621934963)"
58516,subway,subway,1622996.0,restaurant,risk 1 (high),780 n milwaukee ave ,chicago,il,60642.0,11/19/2010,canvass,pass w/ conditions,41.89579624,-87.6549536,"(41.89579624448361, -87.65495359564429)"
58517,smallbar division,small bar #2,87119.0,restaurant,risk 1 (high),2049 w division st ,chicago,il,60622.0,12/03/2010,canvass,fail,41.90304558,-87.67919511,"(41.903045577773014, -87.67919511353082)"
58518,smallbar division,small bar #2,87119.0,restaurant,risk 1 (high),2049 w division st ,chicago,il,60622.0,12/14/2010,canvass re-inspection,pass,41.90304558,-87.67919511,"(41.903045577773014, -87.67919511353082)"
58519,the aberdeen tap,the aberdeen tap,1819996.0,restaurant,risk 1 (high),440 n aberdeen st ,chicago,il,60642.0,12/15/2010,complaint,fail,41.89006821,-87.65474705,"(41.89006820850148, -87.6547470485182)"
58520,innjoy,innjoy,1118748.0,restaurant,risk 1 (high),2051 w division st ,chicago,il,60622.0,12/15/2010,canvass,fail,41.90304416,-87.6792709,"(41.90304415750275, -87.67927089988581)"
58521,clemente comm  (h/s),clemente comm  (h/s),51091.0,school,risk 1 (high),1147 n western ave ,chicago,il,60622.0,12/17/2010,canvass,pass,41.90262318,-87.68686934,"(41.90262318255785, -87.68686934199641)"
58522,"peeled,inc.",peeled,2059463.0,restaurant,risk 2 (medium),1571 n sheffield ave ,chicago,il,60642.0,12/20/2010,license,fail,41.91054576,-87.65295085,"(41.91054576337486, -87.65295085452867)"
58523,chi-town pizza,chi-town pizza,87125.0,restaurant,risk 1 (high),11 w division st ,chicago,il,60610.0,12/22/2010,complaint-fire,pass,41.90382384,-87.62916036,"(41.903823842447046, -87.62916036215749)"
58524,7-eleven #33956a,7-eleven #33956a,1889035.0,grocery store,risk 2 (medium),1942 n elston ave ,chicago,il,60622.0,12/22/2010,canvass,pass w/ conditions,41.91747359,-87.66734009999999,"(41.91747358536286, -87.66734009577607)"
58525,innjoy,innjoy,1118748.0,restaurant,risk 1 (high),2051 w division st ,chicago,il,60622.0,12/29/2010,canvass re-inspection,pass,41.90304416,-87.6792709,"(41.90304415750275, -87.67927089988581)"
58526,logan  square  kitchen,logan  square  kitchen,1980406.0,shared kitchen,risk 1 (high),2333 n milwaukee ave bldg ,chicago,il,60647.0,01/04/2011,canvass,pass,41.92369526,-87.69840855,"(41.92369525519357, -87.69840855071608)"
58527,compassioneat cupcakes,logan square kitchen,2073967.0,restaurant,risk 2 (medium),2333 n milwaukee ave ,chicago,il,60647.0,01/04/2011,license,pass,41.92369526,-87.69840855,"(41.92369525519357, -87.69840855071608)"
58528,gosu,gosu,2074097.0,restaurant,risk 1 (high),2515 n california ave ,chicago,il,60647.0,01/06/2011,license,fail,41.92706664,-87.69732984,"(41.92706664376851, -87.69732984409596)"
58529,el cid tacos #2,el cid tacos #2,1948872.0,restaurant,risk 1 (high),2645 n kedzie ave ,chicago,il,60647.0,01/11/2011,canvass,pass,41.92976286,-87.70722323,"(41.92976286483289, -87.70722323405842)"
58530,brand bbq market,brand bbq market,1986445.0,restaurant,risk 1 (high),2824 w armitage ave ,chicago,il,60647.0,01/20/2011,canvass,pass,41.91758959,-87.69825290000001,"(41.917589593585454, -87.69825289828418)"
58531,stowe,stowe elementary school,25521.0,school,risk 1 (high),3444 w wabansia ,chicago,il,60647.0,01/24/2011,canvass re-inspection,pass,41.91196584,-87.7132855,"(41.91196583658927, -87.71328549511432)"
58532,laguardia's cuban  bistro,laguardia's cuban  bistro,2050010.0,restaurant,risk 1 (high),3706 w armitage ave ,chicago,il,60647.0,01/24/2011,canvass,pass,41.91735924,-87.71951828,"(41.91735923573315, -87.71951828298083)"
58533,charles  darwin elementary school,main bldg,22881.0,school,risk 1 (high),3116 w belden ,chicago,il,60647.0,02/01/2011,canvass,pass,41.92334998,-87.70543099,"(41.923349976671894, -87.70543098761328)"
58534,charles darwin modular school,middle school annex,1964656.0,school,risk 1 (high),3116 w belden ave ,chicago,il,60647.0,02/01/2011,canvass,pass,41.92334998,-87.70543099,"(41.923349976671894, -87.70543098761328)"
58535,papa ray's pizza & wings,papa ray's pizza & wings,2064121.0,restaurant,risk 1 (high),2551 w fullerton ave ,chicago,il,60647.0,02/09/2011,canvass,pass,41.92475132,-87.69180095,"(41.924751316676854, -87.69180094813183)"
58536,the united center,nba-nhl banquet room s-207,1974745.0,restaurant,risk 2 (medium),1901 w madison st ,chicago,il,60612.0,02/25/2011,canvass,pass,41.88124146,-87.67428253,"(41.881241456803345, -87.67428253395332)"
58537,the united center,westside grill s-313,1974745.0,restaurant,risk 2 (medium),1901 w madison st ,chicago,il,60612.0,02/25/2011,canvass,pass,41.88124146,-87.67428253,"(41.881241456803345, -87.67428253395332)"
58538,the united center,mex it up s-330,1974745.0,restaurant,risk 2 (medium),1901 w madison st ,chicago,il,60612.0,02/25/2011,canvass,pass,41.88124146,-87.67428253,"(41.881241456803345, -87.67428253395332)"
58539,the united center,press lounge s- ll 120,1974745.0,restaurant,risk 2 (medium),1901 w madison st ,chicago,il,60612.0,02/25/2011,canvass,pass,41.88124146,-87.67428253,"(41.881241456803345, -87.67428253395332)"
58540,the united center,breakaway s-101,1974745.0,restaurant,risk 2 (medium),1901 w madison st ,chicago,il,60612.0,02/25/2011,canvass,pass,41.88124146,-87.67428253,"(41.881241456803345, -87.67428253395332)"
58541,chase elementary/chase  br,chase elemen./chase br,22702.0,school,risk 1 (high),2021 n point ,chicago,il,60647.0,03/02/2011,canvass,pass,41.91801539,-87.69454144,"(41.91801539468696, -87.69454143776636)"
58542,cocina de galarza,cocina de galarza,1196442.0,restaurant,risk 1 (high),2420 w fullerton ave ,chicago,il,60647.0,03/03/2011,canvass,fail,41.92500342,-87.68849232,"(41.92500341997868, -87.68849231565949)"
58543,antico,antico,2031732.0,restaurant,risk 1 (high),1946 n leavitt st ,chicago,il,60647.0,03/08/2011,license-task force,fail,41.91755732,-87.68266440000001,"(41.91755731772555, -87.68266439539492)"
58544,antico,antico,2031733.0,restaurant,risk 1 (high),1946 n leavitt st ,chicago,il,60647.0,03/08/2011,task force liquor 1475,fail,41.91755732,-87.68266440000001,"(41.91755731772555, -87.68266439539492)"
58545,rinconcito sudamericano inc,rinconcito sudamericano inc,14924.0,empty,risk 3 (low),2529 n milwaukee ave ,chicago,il,60647.0,03/08/2011,canvass,out of business,41.92738885,-87.70442806,"(41.92738885343592, -87.70442805668638)"
58546,rinconcito sudamericano inc,rinconcito sudamericano inc,14926.0,empty,risk 3 (low),2529 n milwaukee ave ,chicago,il,60647.0,03/08/2011,canvass,out of business,41.92738885,-87.70442806,"(41.92738885343592, -87.70442805668638)"
58547,suite 25,suite 25,2048701.0,restaurant,risk 1 (high),2529 n milwaukee ave ,chicago,il,60647.0,03/08/2011,license re-inspection,pass,41.92738885,-87.70442806,"(41.92738885343592, -87.70442805668638)"
58548,suite 25,suite 25,2048703.0,restaurant,risk 1 (high),2529 n milwaukee ave ,chicago,il,60647.0,03/08/2011,license re-inspection,pass,41.92738885,-87.70442806,"(41.92738885343592, -87.70442805668638)"
58549,cafe bella incorporated,cafe bella incorporated,1942619.0,restaurant,risk 1 (high),3311 w fullerton ave ,chicago,il,60647.0,03/14/2011,canvass,pass,41.92456429,-87.71106463,"(41.92456428740769, -87.71106462837874)"
58550,carnitas el paisa,carnitas el paisa,1222733.0,restaurant,risk 1 (high),3529 w fullerton ave ,chicago,il,60647.0,03/17/2011,canvass,pass,41.92451795,-87.71500694,"(41.92451794921585, -87.71500693855678)"
58551,san luis restaurant,san luis restaurant,1576631.0,restaurant,risk 1 (high),2903 w diversey ave ,chicago,il,60647.0,03/23/2011,canvass,pass w/ conditions,41.93196861,-87.7002119,"(41.931968614186346, -87.70021190369064)"
58552,"kangaroo korner learning  center and nursery, inc.",kangaroo korner learning center,2079463.0,daycare above and under 2 years,risk 1 (high),3446-3458 w fullerton ave ,chicago,il,60647.0,03/24/2011,license-task force,fail,41.92475175,-87.71396498,"(41.92475175044067, -87.71396498305502)"
58553,don chema,don chema,1577802.0,restaurant,risk 1 (high),2331 n california ave ,chicago,il,60647.0,03/30/2011,canvass re-inspection,pass,41.92381304,-87.69724202,"(41.92381303714375, -87.69724202060382)"
58554,sultan's market,sultan's market,2031862.0,restaurant,risk 1 (high),2057 w north ave ,chicago,il,60647.0,03/31/2011,complaint,fail,41.91033293,-87.67971585,"(41.91033293012805, -87.67971585451996)"
58555,corner store,corner store,1767559.0,grocery store,risk 3 (low),3579 w dickens ave ,chicago,il,60647.0,04/07/2011,canvass,pass,41.91900663,-87.7166718,"(41.91900663081209, -87.71667180348302)"
58556,ar family store,corner  store,2088794.0,grocery store,risk 3 (low),3579 w dickens ave ,chicago,il,60647.0,04/07/2011,license,fail,41.91900663,-87.7166718,"(41.91900663081209, -87.71667180348302)"
58557,"tony's finer foods enterprises, inc.",tony's finer foods,1717867.0,grocery store,risk 1 (high),3607 w fullerton ave ,chicago,il,60647.0,04/18/2011,complaint re-inspection,pass,41.92449009,-87.71728813,"(41.92449009399758, -87.71728813097901)"
58558,rinconcito cubano rest,rinconcito cubano rest,26891.0,restaurant,risk 1 (high),3238 w fullerton ave ,chicago,il,60647.0,05/02/2011,complaint,fail,41.92480974,-87.70894998,"(41.92480973616048, -87.70894998071859)"
60242,jewel food store #3170,jewel / osco,1366.0,grocery store,risk 1 (high),5320 s pulaski rd ,chicago,il,60632.0,01/05/2010,canvass,pass,41.79619759,-87.72339188,"(41.796197591415535, -87.72339188344549)"
60243,angelo's stuffed pizza corp,angelo's stuffed pizza,1045634.0,restaurant,risk 1 (high),4850 s pulaski rd ,chicago,il,60632.0,01/05/2010,canvass,pass,41.80452511,-87.72363359999999,"(41.80452511221081, -87.72363360473794)"
60244,zaragoza restaurant,zaragoza restaurant,1904141.0,restaurant,risk 1 (high),4852 s pulaski rd ,chicago,il,60632.0,01/05/2010,canvass,pass,41.80446826,-87.72363270000001,"(41.80446825925762, -87.72363270043019)"
60245,star gyros,star gyros,50600.0,restaurant,risk 1 (high),3400 w roosevelt rd ,chicago,il,60624.0,01/06/2010,complaint,pass,41.86645727,-87.71066733,"(41.866457268921884, -87.71066733173923)"
60246,"hook fish & chicken on madison, inc.","hook fish & chicken on madison, inc.",1868125.0,restaurant,risk 2 (medium),3952 w monroe st ,chicago,il,60624.0,01/06/2010,complaint,fail,41.87987491,-87.72529036,"(41.8798749138472, -87.7252903599048)"
60247,metropolitan primary academy,empty,1878468.0,school,risk 1 (high),4540 w washington blvd ,chicago,il,60624.0,01/06/2010,tag removal,pass,41.88199038,-87.73964835,"(41.88199038225182, -87.73964834803952)"
60248,boom fried rice,boom fried rice,6698.0,restaurant,risk 2 (medium),356 s pulaski rd ,chicago,il,60624.0,01/06/2010,canvass,fail,41.87537502,-87.72563428,"(41.87537501581776, -87.72563428263534)"
60249,hefferan elementary,hefferan elementary,1878441.0,school,risk 1 (high),4409 w wilcox st ,chicago,il,60624.0,01/07/2010,consultation,pass,41.87863685,-87.73583687,"(41.87863684997283, -87.73583686822396)"
60250,kiddy kare pre school inc,kiddy kare pre school inc,2013591.0,children's services facility,risk 1 (high),4401 s kedzie ave ,chicago,il,60632.0,01/07/2010,license-task force,fail,41.81349085,-87.70403979,"(41.81349085436627, -87.70403979329342)"
60251,hefferan elementary,hefferan elementary,1878441.0,school,risk 1 (high),4409 w wilcox st ,chicago,il,60624.0,01/11/2010,canvass,pass w/ conditions,41.87863685,-87.73583687,"(41.87863684997283, -87.73583686822396)"
60252,lacoco's pizza & pasta,lacoco's pizza & pasta,67229.0,restaurant,risk 1 (high),3350 w 47th st ,chicago,il,60632.0,01/11/2010,complaint,fail,41.80817261,-87.70848389,"(41.80817261443303, -87.70848388995081)"
60253,moroleon foods #2 inc.,moroleon foods #2,1801622.0,grocery store,risk 1 (high),4257 s rockwell st ,chicago,il,60632.0,01/12/2010,complaint,fail,41.81577112,-87.6893859,"(41.81577111582739, -87.68938589725278)"
60254,new happy chop suey,new happy chop suey,1675900.0,restaurant,risk 1 (high),3901 s california ave ,chicago,il,60632.0,01/12/2010,canvass,pass,41.82273508,-87.69448432,"(41.82273507901569, -87.6944843232236)"
60255,supermercado el guero #10 inc,supermercado el guero #10 inc,39978.0,grocery store,risk 1 (high),4023 s archer ave ,chicago,il,60632.0,01/13/2010,suspected food poisoning,pass,41.82058304,-87.69342617,"(41.82058304065872, -87.69342616596236)"
60256,the submarine pier inc.,the submarine pier,1092597.0,restaurant,risk 1 (high),4048 s archer ave ,chicago,il,60632.0,01/13/2010,canvass,fail,41.82014352,-87.69460124,"(41.82014352448864, -87.69460124111095)"
60257,tierra caliente inc,tierra caliente,35999.0,restaurant,risk 1 (high),4070 s archer ave ,chicago,il,60632.0,01/13/2010,canvass,pass w/ conditions,41.81969676,-87.69533211,"(41.81969676211443, -87.69533211344603)"
60258,"hook fish & chicken on madison, inc.","hook fish & chicken on madison, inc.",1868125.0,restaurant,risk 2 (medium),3952 w monroe st ,chicago,il,60624.0,01/14/2010,complaint re-inspection,pass,41.87987491,-87.72529036,"(41.8798749138472, -87.7252903599048)"
60259,boom fried rice,boom fried rice,6698.0,restaurant,risk 2 (medium),356 s pulaski rd ,chicago,il,60624.0,01/14/2010,canvass re-inspection,pass,41.87537502,-87.72563428,"(41.87537501581776, -87.72563428263534)"
60260,kiddy kare pre school inc,kiddy kare pre school inc,2013591.0,children's services facility,risk 1 (high),4401 s kedzie ave ,chicago,il,60632.0,01/14/2010,license re-inspection,pass,41.81349085,-87.70403979,"(41.81349085436627, -87.70403979329342)"
60261,frazier  international,frazier  international,29411.0,school,risk 1 (high),4027 w grenshaw ,chicago,il,60624.0,01/15/2010,canvass,pass,41.86695871,-87.72631742,"(41.866958712202354, -87.72631741987342)"
60262,hooks fish and chicken,hooks fish and chicken,1619657.0,restaurant,risk 2 (medium),4024 w roosevelt rd ,chicago,il,60624.0,01/15/2010,canvass,pass,41.86626841,-87.72611133,"(41.86626840603249, -87.72611132529676)"
60263,mcdonald's,mcdonald's,33706.0,restaurant,risk 2 (medium),3200 w roosevelt rd ,chicago,il,60624.0,01/15/2010,short form complaint,fail,41.86651389,-87.70573359999999,"(41.86651388819227, -87.70573359902552)"
60264,subway,subway,1447811.0,restaurant,risk 1 (high),4030 w roosevelt rd ,chicago,il,60624.0,01/20/2010,canvass,pass,41.86626526,-87.7263306,"(41.866265255827436, -87.72633060161975)"
60265,uncle remus,uncle remus,1305369.0,restaurant,risk 1 (high),4144 w madison st ,chicago,il,60624.0,01/20/2010,complaint,pass,41.88078471,-87.72986386,"(41.88078470739971, -87.72986386402633)"
60266,lacoco's pizza & pasta,lacoco's pizza & pasta,67229.0,restaurant,risk 1 (high),3350 w 47th st ,chicago,il,60632.0,01/20/2010,complaint re-inspection,pass w/ conditions,41.80817261,-87.70848389,"(41.80817261443303, -87.70848388995081)"
60267,the submarine pier inc.,the submarine pier,1092597.0,restaurant,risk 1 (high),4048 s archer ave ,chicago,il,60632.0,01/20/2010,canvass re-inspection,pass,41.82014352,-87.69460124,"(41.82014352448864, -87.69460124111095)"
60268,moroleon foods #2 inc.,moroleon foods #2,1801622.0,grocery store,risk 1 (high),4257 s rockwell st ,chicago,il,60632.0,01/21/2010,complaint re-inspection,pass,41.81577112,-87.6893859,"(41.81577111582739, -87.68938589725278)"
60269,little caesar pizza #1651,little caesar's pizza,2223.0,restaurant,risk 2 (medium),3225 w 47th pl ,chicago,il,60632.0,01/21/2010,complaint,fail,41.806698499999996,-87.70490021,"(41.80669850400396, -87.70490020855112)"
60270,holy family lutheran school,holy family lutheran school,2040649.0,school,risk 1 (high),3415 w arthington st ,chicago,il,60624.0,01/22/2010,canvass,fail,41.86988498,-87.7113089,"(41.86988498075887, -87.7113088987269)"
60271,mcdonald's,mcdonald's,33706.0,restaurant,risk 2 (medium),3200 w roosevelt rd ,chicago,il,60624.0,01/22/2010,complaint re-inspection,pass w/ conditions,41.86651389,-87.70573359999999,"(41.86651388819227, -87.70573359902552)"
60272,burger king #10366,burger king #10366,1473526.0,restaurant,risk 2 (medium),4060 s pulaski rd ,chicago,il,60632.0,01/22/2010,complaint,pass,41.81884058,-87.72411293,"(41.8188405804105, -87.72411292982041)"
60273,4343 petes fresh market,4343 petes fresh market,1336669.0,grocery store,risk 1 (high),4343 s pulaski rd ,chicago,il,60632.0,01/25/2010,complaint,pass,41.81391431,-87.72366494,"(41.81391431134689, -87.7236649419466)"
60274,las cazuelas grill inc.,las cazuelas grill,1337761.0,restaurant,risk 1 (high),4720 s pulaski rd ,chicago,il,60632.0,01/25/2010,canvass,pass,41.80721665,-87.72371316,"(41.80721664632841, -87.72371315761129)"
60275,"tita's sombrero restaurant, inc.","tita's sombrero restaurant, inc.",1845306.0,restaurant,risk 1 (high),4611 s pulaski rd ,chicago,il,60632.0,01/25/2010,canvass,pass,41.80933273,-87.72349163,"(41.80933272861339, -87.72349163256884)"
60276,nightingale elementary,nightingale elementary,24671.0,school,risk 1 (high),5250 s rockwell ave ,chicago,il,60632.0,01/26/2010,canvass,pass,41.79774019,-87.68917624,"(41.79774018818434, -87.68917624450235)"
60277,el plan inc,el plan,37815.0,restaurant,risk 1 (high),2532 w 51st st ,chicago,il,60632.0,01/26/2010,canvass,fail,41.80120185,-87.68796644,"(41.80120185097902, -87.68796644449378)"
60278,la fuente banquet hall,la fuente banquet hall,1841170.0,restaurant,risk 1 (high),2514 w 51st st ,chicago,il,60632.0,01/26/2010,canvass,fail,41.80121089,-87.68738618,"(41.80121089348567, -87.68738617652345)"
60279,"cloverhill pastry-vend,llc","cloverhill pastry-vend,llc",2004357.0,wholesale,risk 3 (low),4464 w 44th st ,empty,il,60632.0,01/27/2010,license,fail,41.81426628,-87.73601341,"(41.81426627941673, -87.73601340697145)"
60280,veterans memorial campus,veterans memorial campus,2040651.0,school,risk 1 (high),4601 s kildare ave ,chicago,il,60632.0,01/27/2010,canvass,pass,41.80940021,-87.73099367,"(41.80940021157941, -87.73099367323172)"
60281,kmart #3594,kmart/little caesar's,1475509.0,restaurant,risk 2 (medium),5050 s kedzie ave ,chicago,il,60632.0,01/27/2010,complaint,pass,41.80112411,-87.70392038,"(41.801124109005464, -87.70392037832612)"
60282,"cloverhill pastry-vend,llc","cloverhill pastry-vend,llc",2004357.0,wholesale,risk 3 (low),4464 w 44th st ,empty,il,60632.0,01/28/2010,license,fail,41.81426628,-87.73601341,"(41.81426627941673, -87.73601340697145)"
60283,vicom,vicom,2008685.0,wholesale,risk 3 (low),4308 w 44th st ,chicago,il,60632.0,01/28/2010,license,fail,41.81432843,-87.73171813,"(41.81432842964216, -87.7317181324163)"
60284,rufino tamayo,rufino tamayo,2040653.0,school,risk 1 (high),5135 s california ave ,chicago,il,60632.0,02/01/2010,canvass,pass,41.79993702,-87.69382513,"(41.79993702258249, -87.69382513349541)"
60285,dunkin donuts,dunkin donuts/baskin robbins,13468.0,restaurant,risk 2 (medium),3910 s archer ave ,chicago,il,60632.0,02/01/2010,complaint,pass,41.82270063,-87.69043573,"(41.822700627711974, -87.69043572649768)"
60286,raul's bar & grill,raul's bar & grill,1143582.0,restaurant,risk 1 (high),3214 w 47th st ,chicago,il,60632.0,02/01/2010,canvass,fail,41.80822254,-87.70462535,"(41.80822253794927, -87.70462535078724)"
60287,little caesar pizza #1651,little caesar's pizza,2223.0,restaurant,risk 2 (medium),3225 w 47th pl ,chicago,il,60632.0,02/01/2010,complaint re-inspection,pass,41.806698499999996,-87.70490021,"(41.80669850400396, -87.70490020855112)"
60288,el plan inc,el plan,37815.0,restaurant,risk 1 (high),2532 w 51st st ,chicago,il,60632.0,02/02/2010,canvass re-inspection,pass,41.80120185,-87.68796644,"(41.80120185097902, -87.68796644449378)"
60289,skybox sports bar,skybox sports bar,1959676.0,liquor,risk 3 (low),3601 w harrison st ,chicago,il,60624.0,02/02/2010,license-task force,fail,41.8734568,-87.71577762,"(41.87345680137812, -87.7157776166529)"
60290,holy family lutheran school,holy family lutheran school,2040649.0,school,risk 1 (high),3415 w arthington st ,chicago,il,60624.0,02/02/2010,canvass re-inspection,pass,41.86988498,-87.7113089,"(41.86988498075887, -87.7113088987269)"
60291,"cloverhill pastry-vend,llc","cloverhill pastry-vend,llc",2004357.0,wholesale,risk 3 (low),4464 w 44th st ,empty,il,60632.0,02/03/2010,license re-inspection,pass,41.81426628,-87.73601341,"(41.81426627941673, -87.73601340697145)"
60292,"cloverhill  pastry-vend,","cloverhill pastry-vend,",1985724.0,wholesale,risk 3 (low),4464 w 44th st ,chicago,il,60632.0,02/03/2010,out of business,pass,41.81426628,-87.73601341,"(41.81426627941673, -87.73601340697145)"
60293,la fuente banquet hall,la fuente banquet hall,1841170.0,restaurant,risk 1 (high),2514 w 51st st ,chicago,il,60632.0,02/03/2010,canvass re-inspection,pass w/ conditions,41.80121089,-87.68738618,"(41.80121089348567, -87.68738617652345)"
60294,waldo cooney's pizza,waldo cooney's pizza,8600.0,restaurant,risk 1 (high),2640 w 51st st ,chicago,il,60632.0,02/03/2010,canvass,pass,41.8011536,-87.69074071,"(41.80115359848577, -87.6907407136006)"
60295,ericson elementary school,ericson elementary school,29051.0,school,risk 1 (high),3600 w fifth ave ,chicago,il,60624.0,02/04/2010,canvass,pass,41.87576191,-87.71584573,"(41.875761905688385, -87.71584572540192)"
60296,popeyes,popeyes,1543798.0,restaurant,risk 2 (medium),3457 w roosevelt rd ,chicago,il,60624.0,02/04/2010,complaint,fail,41.86621302,-87.71278165,"(41.86621301898216, -87.7127816493052)"
60297,b & a supersub inc,b & a supersub,1122312.0,restaurant,risk 2 (medium),3943 w roosevelt rd ,chicago,il,60624.0,02/04/2010,canvass,pass,41.86607379,-87.72437268,"(41.86607379348164, -87.72437267706233)"
60298,chicago steak & lemonade inc.,chicago steak & lemonade inc.,1595358.0,restaurant,risk 2 (medium),3944 w roosevelt rd ,chicago,il,60624.0,02/04/2010,canvass,fail,41.86629066,-87.72456177,"(41.86629065519555, -87.72456177467829)"
60299,gateway newstands,gateway newstands,2017200.0,grocery store,risk 3 (low),5106 s pulaski rd ,chicago,il,60632.0,02/05/2010,license,fail,41.80013706,-87.72350873,"(41.800137061878296, -87.72350872961718)"
60300,officer donald marquez,officer donald marquez,2040656.0,school,risk 1 (high),2916 w 47th st ,chicago,il,60632.0,02/05/2010,canvass,pass,41.80833634,-87.69738923,"(41.808336344178784, -87.69738923286535)"
60301,piezano's ltd,piezano's,18271.0,restaurant,risk 1 (high),2601 w 47th st ,chicago,il,60632.0,02/05/2010,canvass,pass,41.80824905,-87.68938122,"(41.808249049342265, -87.68938121860981)"
60302,"don beto grill, inc.","don beto grill, inc.",1959977.0,restaurant,risk 1 (high),2430 w 47th st ,chicago,il,60632.0,02/05/2010,canvass,fail,41.8085319,-87.6855906,"(41.808531901131886, -87.68559060232674)"
60303,dollar general  store # 12061,dollar general store #12061,2009491.0,grocery store,risk 3 (low),4046 w roosevelt rd ,chicago,il,60624.0,02/08/2010,license,fail,41.86625493,-87.72704914,"(41.866254930227, -87.72704914147508)"
60304,"adams mini market, inc.","adams mini market, inc.",1742153.0,grocery store,risk 2 (medium),146 s kildare ave ,chicago,il,60624.0,02/08/2010,complaint,fail,41.87826547,-87.73309089,"(41.878265472682095, -87.73309089253364)"
60305,luigi cafe inc,luigi cafe inc,1620328.0,restaurant,risk 1 (high),4212 w madison st ,chicago,il,60624.0,02/08/2010,canvass,fail,41.88076974,-87.73115609999999,"(41.880769739053655, -87.73115609692752)"
60306,westside youth tech entrepreneur,westside youth tech entreprenuer,1981131.0,school,risk 3 (low),4213 w madison st ,chicago,il,60624.0,02/08/2010,canvass,fail,41.88055026,-87.73114968,"(41.88055025693447, -87.73114968015346)"
60307,vicom,vicom,2008685.0,wholesale,risk 3 (low),4308 w 44th st ,chicago,il,60632.0,02/09/2010,license re-inspection,pass,41.81432843,-87.73171813,"(41.81432842964216, -87.7317181324163)"
60308,raul's bar & grill,raul's bar & grill,1143582.0,restaurant,risk 1 (high),3214 w 47th st ,chicago,il,60632.0,02/09/2010,canvass re-inspection,pass,41.80822254,-87.70462535,"(41.80822253794927, -87.70462535078724)"
60309,subway,subway,1840841.0,restaurant,risk 1 (high),3207 w 47th pl ,chicago,il,60632.0,02/09/2010,canvass,fail,41.80670863,-87.70424678,"(41.80670863409052, -87.70424677970448)"
60310,"usa zabiha halal distributors, llc.","usa zabiha halal distributors, llc.",1893718.0,wholesale,risk 3 (low),401 n trumbull ave ,chicago,il,60624.0,02/11/2010,complaint,fail,41.88841269,-87.71229514,"(41.888412689483964, -87.71229513863726)"
60311,"three brothers food market, inc","three brothers food market, inc",2016906.0,grocery store,risk 2 (medium),5360 w division st ,chicago,il,60651.0,02/11/2010,license re-inspection,pass,41.90230475,-87.76065826,"(41.90230474661144, -87.76065826255068)"
60312,"joe's barbque, inc",joe's barbque,18234.0,restaurant,risk 1 (high),4900 w madison st ,chicago,il,60644.0,02/11/2010,complaint-fire,fail,41.88057115,-87.74795725,"(41.880571145964275, -87.74795724892677)"
60313,"adams mini market, inc.","adams mini market, inc.",1742153.0,grocery store,risk 2 (medium),146 s kildare ave ,chicago,il,60624.0,02/17/2010,complaint re-inspection,pass,41.87826547,-87.73309089,"(41.878265472682095, -87.73309089253364)"
60314,chicago steak & lemonade inc.,chicago steak & lemonade inc.,1595358.0,restaurant,risk 2 (medium),3944 w roosevelt rd ,chicago,il,60624.0,02/17/2010,canvass re-inspection,pass,41.86629066,-87.72456177,"(41.86629065519555, -87.72456177467829)"
60315,popeyes,popeyes,1543798.0,restaurant,risk 2 (medium),3457 w roosevelt rd ,chicago,il,60624.0,02/17/2010,complaint re-inspection,pass,41.86621302,-87.71278165,"(41.86621301898216, -87.7127816493052)"
60316,luigi cafe inc,luigi cafe inc,1620328.0,restaurant,risk 1 (high),4212 w madison st ,chicago,il,60624.0,02/17/2010,canvass re-inspection,pass,41.88076974,-87.73115609999999,"(41.880769739053655, -87.73115609692752)"
60317,gateway foundation residential,gateway foundation residential,70744.0,restaurant,risk 1 (high),3828 w taylor st ,chicago,il,60624.0,02/17/2010,canvass,pass,41.86908618,-87.72140544,"(41.869086176523, -87.72140543532703)"
60318,westside youth tech entrepreneur,westside youth tech entreprenuer,1981131.0,school,risk 3 (low),4213 w madison st ,chicago,il,60624.0,02/17/2010,canvass re-inspection,pass,41.88055026,-87.73114968,"(41.88055025693447, -87.73114968015346)"
